shape,seed,variant,min_observation_coverage,valid,boundary_status,boundary_reason,boundary_method,curve_chamfer,curve_hausdorff,length_relative_error,confidence_mean,confidence_min,uncertainty_mean,plan_status,plan_h_initial,plan_h_final,plan_iterations,plan_max_arc_gap
c_shape,20,alpha_neutral,0.8,True,VALID,valid,alpha_shape,0.14750884373067838,0.7182689246242403,0.002349752374424512,1.0,1.0,0.0,VALID,5.361621537778336,5.292698615932347,88,1.7430757019782988
c_shape,20,radial_neutral,0.6,True,VALID,valid,radial_adapter,0.3609139335878733,1.0687039979002726,0.2977955450730578,1.0,1.0,0.0,VALID,2.706970700771669,2.6576356615520034,65,1.4721875848508894
c_shape,21,alpha_bootstrap_gain,0.8,True,VALID,valid,alpha_shape,0.1943548275512723,0.7444588553337925,0.07107708985099744,0.3883561412400621,0.15,0.21094720783467286,VALID,4.328129366548435,4.272492353789772,209,1.6231483120513523
c_shape,21,alpha_bootstrap_no_gain,0.8,True,VALID,valid,alpha_shape,0.1943548275512723,0.7444588553337925,0.07107708985099744,0.3883561412400621,0.15,0.21094720783467286,VALID,4.328129366548435,4.2724918471957425,88,1.6229965937916404
c_shape,21,alpha_neutral,0.8,True,VALID,valid,alpha_shape,0.1943548275512723,0.7444588553337925,0.07107708985099744,1.0,1.0,0.0,VALID,4.328129366548435,4.2724918471957425,88,1.6229965937916404
c_shape,21,radial_neutral,0.6,True,VALID,valid,radial_adapter,0.39249279162891937,1.0532523781737737,0.3502519433882195,1.0,1.0,0.0,VALID,2.1445085476516113,2.1054244846895926,65,1.362211554645258
c_shape,22,alpha_bootstrap_gain,0.8,True,VALID,valid,alpha_shape,0.11290841664649548,0.48543777188505716,0.007101983561869953,0.40354218697346794,0.15,0.16667647903313346,VALID,5.285366896201707,5.2174248938445364,213,1.7349795237717576
c_shape,22,alpha_bootstrap_no_gain,0.8,True,VALID,valid,alpha_shape,0.11290841664649548,0.48543777188505716,0.007101983561869953,0.40354218697346794,0.15,0.16667647903313346,VALID,5.285366896201707,5.217424217490141,88,1.734772693250811
c_shape,22,alpha_neutral,0.8,True,VALID,valid,alpha_shape,0.11290841664649548,0.48543777188505716,0.007101983561869953,1.0,1.0,0.0,VALID,5.285366896201707,5.217424217490141,88,1.734772693250811
c_shape,22,radial_neutral,0.6,True,VALID,valid,radial_adapter,0.3661237655433358,1.1001285711680395,0.2929685387424884,1.0,1.0,0.0,VALID,2.763179078452971,2.712819631205325,65,1.4823075132307224
c_shape,23,alpha_bootstrap_gain,0.8,True,VALID,valid,alpha_shape,0.09946114300897911,0.43637169067599,0.06947408889096852,0.42984500405695725,0.15,0.15189200650291174,VALID,4.350574636003002,4.294649259962304,250,1.6260270675023634
c_shape,23,alpha_bootstrap_no_gain,0.8,True,VALID,valid,alpha_shape,0.09946114300897911,0.43637169067599,0.06947408889096852,0.42984500405695725,0.15,0.15189200650291174,VALID,4.350574636003002,4.294648585738249,88,1.6257973268444594
c_shape,23,alpha_neutral,0.8,True,VALID,valid,alpha_shape,0.09946114300897911,0.43637169067599,0.06947408889096852,1.0,1.0,0.0,VALID,4.350574636003002,4.294648585738249,88,1.6257973268444594
c_shape,23,radial_neutral,0.6,True,VALID,valid,radial_adapter,0.35000037191822464,1.1047191952057227,0.31770592578603585,1.0,1.0,0.0,VALID,2.4831766294653868,2.437920278382936,65,1.4304450195771476
c_shape,24,alpha_bootstrap_gain,0.8,True,VALID,valid,alpha_shape,0.1427579955919953,0.4924444450847664,0.03822806234951637,0.37172339377295877,0.15,0.15998415582121747,VALID,4.803718112085555,4.741967587953322,231,1.6806278746043226
c_shape,24,alpha_bootstrap_no_gain,0.8,True,VALID,valid,alpha_shape,0.1427579955919953,0.4924444450847664,0.03822806234951637,0.37172339377295877,0.15,0.15998415582121747,VALID,4.803718112085555,4.741966963542789,88,1.6803897952745537
c_shape,24,alpha_neutral,0.8,True,VALID,valid,alpha_shape,0.1427579955919953,0.4924444450847664,0.03822806234951637,1.0,1.0,0.0,VALID,4.803718112085555,4.741966963542789,88,1.6803897952745537
c_shape,24,radial_neutral,0.6,True,VALID,valid,radial_adapter,0.3426847937449036,1.1252987366243408,0.302942847433789,1.0,1.0,0.0,VALID,2.6478780389727765,2.5996199743899675,65,1.4613961485707936
c_shape,25,alpha_bootstrap_gain,0.8,True,VALID,valid,alpha_shape,0.09634381266165704,0.3713524306510072,0.06886231566037812,0.41515665428566856,0.15,0.11930562306715811,VALID,4.359161120145048,4.30312516125264,192,1.6271478762191407
c_shape,25,alpha_bootstrap_no_gain,0.8,True,VALID,valid,alpha_shape,0.09634381266165704,0.3713524306510072,0.06886231566037812,0.41515665428566856,0.15,0.11930562306715811,VALID,4.359161120145048,4.3031246917845465,88,1.6268662054979757
c_shape,25,alpha_neutral,0.8,True,VALID,valid,alpha_shape,0.09634381266165704,0.3713524306510072,0.06886231566037812,1.0,1.0,0.0,VALID,4.359161120145048,4.3031246917845465,88,1.6268662054979757
c_shape,25,radial_neutral,0.6,True,VALID,valid,radial_adapter,0.3500169568061761,1.1957023145273515,0.3161942668911155,1.0,1.0,0.0,VALID,2.499718054409674,2.454160232813285,65,1.4336142467758854
c_shape,26,alpha_bootstrap_gain,0.8,True,VALID,valid,alpha_shape,0.1122470244474935,0.39320915421915664,0.06501625647334235,0.40853180347799917,0.15,0.12637472219082704,VALID,4.413401016635987,4.356667821237004,198,1.6337602714889279
c_shape,26,alpha_bootstrap_no_gain,0.8,True,VALID,valid,alpha_shape,0.1122470244474935,0.39320915421915664,0.06501625647334235,0.40853180347799917,0.15,0.12637472219082704,VALID,4.413401016635987,4.3566673417204225,88,1.6335859675922073
c_shape,26,alpha_neutral,0.8,True,VALID,valid,alpha_shape,0.1122470244474935,0.39320915421915664,0.06501625647334235,1.0,1.0,0.0,VALID,4.413401016635987,4.3566673417204225,88,1.6335859675922073
c_shape,26,radial_neutral,0.6,True,VALID,valid,radial_adapter,0.40172927783081674,1.0836154137469947,0.3076334407060878,1.0,1.0,0.0,VALID,2.5947831256597573,2.5474927256438056,65,1.4515622132651842
c_shape,27,alpha_bootstrap_gain,0.8,True,VALID,valid,alpha_shape,0.13336550457583424,0.34591431539240874,0.02047004489198005,0.40762141196252705,0.15,0.17391783354967083,VALID,5.0747467747615085,5.009512317311724,239,1.7117309553808566
c_shape,27,alpha_bootstrap_no_gain,0.8,True,VALID,valid,alpha_shape,0.13336550457583424,0.34591431539240874,0.02047004489198005,0.40762141196252705,0.15,0.17391783354967083,VALID,5.0747467747615085,5.00951158930864,88,1.7114162685493426
c_shape,27,alpha_neutral,0.8,True,VALID,valid,alpha_shape,0.13336550457583424,0.34591431539240874,0.02047004489198005,1.0,1.0,0.0,VALID,5.0747467747615085,5.00951158930864,88,1.7114162685493426
c_shape,27,radial_neutral,0.6,True,VALID,valid,radial_adapter,0.378082156171051,1.204033583085784,0.34292786204744974,1.0,1.0,0.0,VALID,2.2178489786068187,2.1774282727928727,65,1.3775666574855574
c_shape,28,alpha_bootstrap_gain,0.8,True,VALID,valid,alpha_shape,0.13649166584286615,0.5665900586813285,0.045134051980142455,0.39024571965334787,0.15,0.13210596925838658,VALID,4.700980276335252,4.640550511508464,252,1.6685316860067978
c_shape,28,alpha_bootstrap_no_gain,0.8,True,VALID,valid,alpha_shape,0.13649166584286615,0.5665900586813285,0.045134051980142455,0.39024571965334787,0.15,0.13210596925838658,VALID,4.700980276335252,4.640549808816717,88,1.6683237804042008
c_shape,28,alpha_neutral,0.8,True,VALID,valid,alpha_shape,0.13649166584286615,0.5665900586813285,0.045134051980142455,1.0,1.0,0.0,VALID,4.700980276335252,4.640549808816717,88,1.6683237804042008
c_shape,28,radial_neutral,0.6,True,VALID,valid,radial_adapter,0.36469764558345036,1.1735957138102597,0.3293417485579303,1.0,1.0,0.0,VALID,2.35828685835543,2.315306646336505,65,1.4060502529189218
c_shape,29,alpha_bootstrap_gain,0.8,True,VALID,valid,alpha_shape,0.12364177492164405,0.42306899989771085,0.007230329768982421,0.4153905700912785,0.15,0.1784527215874295,VALID,5.5175667442903915,5.446639863213982,226,1.7600469037006192
c_shape,29,alpha_bootstrap_no_gain,0.8,True,VALID,valid,alpha_shape,0.12364177492164405,0.42306899989771085,0.007230329768982421,0.4153905700912785,0.15,0.1784527215874295,VALID,5.5175667442903915,5.446639167844117,88,1.7598138408670287
c_shape,29,alpha_neutral,0.8,True,VALID,valid,alpha_shape,0.12364177492164405,0.42306899989771085,0.007230329768982421,1.0,1.0,0.0,VALID,5.5175667442903915,5.446639167844117,88,1.7598138408670287
