pair,source,seed,run_success,run_error,episode_status,method_status,boundary_v2_status,resource_status,coverage_ratio,max_euclidean_boundary_distance,radial_deployment_error,angular_uniformity_error,minimum_inter_guider_distance,guide_crowd_safety_violation_count,active_guide_count,periodic_max_arc_gap,episode_final_tracking_rmse,safety_projected_steps,safety_infeasible_steps
irregular,synthetic,11,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.975,1.4669951662946537,0.5573093591715659,0.05555555555555592,1.4920942631316476,0.0,0.0,,,0.0,0.0
irregular,jupedsim,11,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9666666666666667,1.4290765014183955,0.5617865248863297,0.027777777777778276,1.7216019551004933,0.0,0.0,,,0.0,0.0
irregular,synthetic,12,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.8513888888888889,2.021042269449661,0.5347210589450629,0.3906374801450447,0.7525165669777288,0.0,8.0,2.224885108609822,0.14039397823528774,400.0,0.0
irregular,jupedsim,12,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.8611111111111112,2.0821422595598236,0.5764805349548402,0.3369916231723599,0.7121659725677194,0.0,8.0,2.3610098379737483,0.1709851647776371,400.0,0.0
irregular,synthetic,13,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.9180555555555555,1.7342137121366632,0.5709542804877735,0.30793254765472367,1.1951248341497247,0.0,8.0,2.3040350625151014,0.1924299364600532,400.0,0.0
irregular,jupedsim,13,True,,CONVERGED,converged_pr5_safety_filtered_episode,VALID,VALID,0.8486111111111111,1.9746640435873741,0.5144369718398843,0.34242877962747176,0.8936263868198606,0.0,9.0,2.2415213178860505,0.002067488086755877,41.0,0.0
irregular,synthetic,14,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.7791666666666667,1.8521327442259432,0.39327644390022537,0.3183201882322339,0.9216574279806111,0.0,7.0,2.3335427187468234,0.22778651604741257,400.0,0.0
irregular,jupedsim,14,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9541666666666667,1.5576184002773572,0.4812953250391354,0.1111111111111116,1.6408497260533466,0.0,0.0,,,0.0,0.0
irregular,synthetic,15,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9791666666666666,1.4329616781709755,0.6595116730806604,0.027777777777778314,1.801645640872929,0.0,0.0,,,0.0,0.0
irregular,jupedsim,15,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9652777777777778,1.4725222048839215,0.6622991049837519,0.11111111111111106,1.580965159277943,0.0,0.0,,,0.0,0.0
irregular,synthetic,16,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9847222222222223,1.3483800371144596,0.46353660071958025,0.08333333333333363,1.504380766671405,0.0,0.0,,,0.0,0.0
irregular,jupedsim,16,True,,CONVERGED,converged_pr5_safety_filtered_episode,VALID,VALID,0.8805555555555555,1.9262396263711763,0.5030146317640144,0.3027599763033648,0.98221905484981,0.0,9.0,2.3188108771062925,0.0024467033164677194,36.0,0.0
irregular,synthetic,17,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9472222222222222,1.562414721140848,0.5183896581589414,0.1388888888888892,1.4236127840624342,0.0,0.0,,,0.0,0.0
irregular,jupedsim,17,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9833333333333333,1.353265825568428,0.5563735730021545,0.11111111111111156,1.7030526116833902,0.0,0.0,,,0.0,0.0
irregular,synthetic,18,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.9013888888888889,1.7588425231260378,0.4906403777609558,0.3334709790525682,1.197732707785609,0.0,8.0,2.2572798403896286,0.0882109938814047,400.0,0.0
irregular,jupedsim,18,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.8638888888888889,1.8525197569013638,0.4870107985016053,0.374798278413216,1.1004796419172782,0.0,8.0,2.3327291681063897,0.10763713000375838,400.0,0.0
irregular,synthetic,19,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9402777777777778,1.8352966440710916,0.458929982719932,0.11111111111111129,1.165029183894902,0.0,0.0,,,0.0,0.0
irregular,jupedsim,19,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9444444444444444,1.4861112630419935,0.6060118080622766,0.13888888888888798,1.4544438299831886,0.0,0.0,,,0.0,0.0
