pair,source,seed,run_success,run_error,episode_status,method_status,boundary_v2_status,resource_status,coverage_ratio,max_euclidean_boundary_distance,radial_deployment_error,angular_uniformity_error,minimum_inter_guider_distance,guide_crowd_safety_violation_count,active_guide_count,periodic_max_arc_gap,episode_final_tracking_rmse,safety_projected_steps,safety_infeasible_steps
ellipse,jupedsim,18,True,,CONVERGED,converged_pr5_safety_filtered_episode,VALID,VALID,0.9625,1.4609512108213316,0.5088911817735347,0.2405972554293222,1.1805857226079874,0.0,8.0,2.2176198670609466,0.005013021604516818,33.0,0.0
ellipse,synthetic,19,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9930555555555556,1.297711822186455,0.6248218039633403,0.08333333333333356,1.2914243319354686,0.0,0.0,,,0.0,0.0
ellipse,jupedsim,19,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9791666666666666,1.3566751663607803,0.4141351401854425,0.08333333333333345,1.581775632608248,0.0,0.0,,,0.0,0.0
irregular,synthetic,0,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9902777777777778,1.4339338170908067,0.5601884810052847,0.08333333333333336,1.765747121141038,0.0,0.0,,,0.0,0.0
irregular,jupedsim,0,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9513888888888888,1.5405280570057416,0.5280240098703325,0.08333333333333381,1.5936579279074277,0.0,0.0,,,0.0,0.0
irregular,synthetic,1,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9277777777777778,1.6324772503240186,0.5404876062473168,0.027777777777778418,1.6127559407466512,0.0,0.0,,,0.0,0.0
irregular,jupedsim,1,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9805555555555555,1.3700344628787058,0.4707042780646418,0.055555555555556066,1.6668402930819575,0.0,0.0,,,0.0,0.0
irregular,synthetic,2,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.9291666666666667,1.8442536117886277,0.5445031499265215,0.3323539142700494,1.0214269500553552,0.0,8.0,2.2962996619552563,0.15394394105741757,400.0,0.0
irregular,jupedsim,2,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9194444444444444,1.5175029867550216,0.5480862609998737,0.055555555555556024,1.6203464832969627,0.0,0.0,,,0.0,0.0
irregular,synthetic,3,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9416666666666667,1.6449365293100564,0.6638092869682427,0.08333333333333373,1.5330444258167433,1.0,0.0,,,0.0,0.0
irregular,jupedsim,3,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9805555555555555,1.431071561903982,0.6168947027692462,0.08333333333333398,1.6808527085888207,0.0,0.0,,,0.0,0.0
irregular,synthetic,4,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.8944444444444445,1.8521442326693376,0.44144686945934497,0.3380076562897775,1.0341683810172493,0.0,8.0,2.282460953379024,0.13267885850990957,400.0,0.0
irregular,jupedsim,4,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9805555555555555,1.3392886081406774,0.5312823090523442,0.05555555555555617,1.7589366588578101,0.0,0.0,,,0.0,0.0
irregular,synthetic,5,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9361111111111111,1.526479818952709,0.5094966328199776,0.05555555555555624,1.3229465285738666,0.0,0.0,,,0.0,0.0
irregular,jupedsim,5,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9736111111111111,1.4109329677094111,0.7141688127311938,0.11111111111111109,1.7054022536136042,0.0,0.0,,,0.0,0.0
irregular,synthetic,6,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9416666666666667,1.557140994802998,0.5577881223790694,0.08333333333333363,1.634550590574981,0.0,0.0,,,0.0,0.0
irregular,jupedsim,6,True,,CONVERGED,converged_pr5_safety_filtered_episode,VALID,VALID,0.8958333333333334,1.758632056546613,0.541096997695972,0.3023470595407124,1.104097297330755,0.0,8.0,2.4556500387155626,0.02084973803793808,38.0,0.0
irregular,synthetic,7,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.8722222222222222,1.7393148598121326,0.5444298632366805,0.08333333333333368,1.2475185272841636,0.0,0.0,,,0.0,0.0
irregular,jupedsim,7,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9458333333333333,1.6313740429425037,0.5698885954417232,0.11111111111111152,1.8085523216910482,0.0,0.0,,,0.0,0.0
irregular,synthetic,8,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9263888888888889,1.8506854759867701,0.5507524902022797,0.05555555555555624,1.4296816062813027,0.0,0.0,,,0.0,0.0
irregular,jupedsim,8,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.9472222222222222,1.4777508213525643,0.5944262939109043,0.2739242660592817,1.0935320416521277,0.0,8.0,2.3529275275717314,0.13648393967968517,400.0,0.0
irregular,synthetic,9,True,,BOUNDARY_INVALID,diagnostic_only,BOUNDARY_INVALID,RESOURCE_SKIPPED_BOUNDARY_INVALID,0.9736111111111111,1.5477607671053577,0.4995091054677414,0.08333333333333352,1.5321362762658657,0.0,0.0,,,0.0,0.0
irregular,jupedsim,9,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.8944444444444445,2.0503904006274976,0.5172709040056005,0.311827420970046,1.0198214438228608,0.0,8.0,2.3751110782559657,0.19245099737892732,400.0,0.0
irregular,synthetic,10,True,,TIMEOUT,diagnostic_only,VALID,VALID,0.8916666666666667,1.8582595205378645,0.5221537259828485,0.357274119562976,0.8547838583745601,0.0,7.0,2.3813371112020247,0.1524330156818963,400.0,0.0
irregular,jupedsim,10,True,,CONVERGED,converged_pr5_safety_filtered_episode,VALID,VALID,0.9152777777777777,1.8240636116965538,0.4934484213484385,0.279140882934283,1.18797304146002,0.0,9.0,2.2650073598349927,0.002123600646428086,38.0,0.0
