active_guide_count,assignment_path_sum,boundary_valid,config,coverage_ratio,crowd_distance_pinned,crowd_span,deployment_length,environment,episode_control_steps,episode_final_tracking_rmse,episode_status,extra_steps_if_linear,failure_reason,final_assignment_max,final_assignment_mean,has_episode_trace,initial_assignment_max,initial_assignment_mean,initial_tracking_rmse,last50_mean_speed,last50_projected_frac,last50_velocity_sat_frac,max_target_displacement,mean_applied_speed,minimum_guide_crowd_distance,minimum_guide_guide_distance,minimum_guide_wall_distance,nominal_sat_frac,periodic_max_arc_gap,rmse_drop,rmse_final,rmse_initial,rmse_last50_drop,rmse_last50_rel,rmse_min,safety_infeasible_steps,safety_projected_frac,safety_projected_steps,scientific_success,seed,shape,stop_reason,time_to_10pct,time_to_50pct,timeout_class,tracking_error_nonincreasing,velocity_sat_frac
10.0,50.63219659425961,True,square_circle.yaml,0.9986111111111111,True,3.108214300870447,23.40500465126602,square,94.0,0.001690282802977426,CONVERGED,0.0,none,0.003766570522930186,0.0011581973058977344,True,6.880710135563262,5.063219659425961,5.3511275463430765,0.18951875332420987,0.3,0.11333333333333333,0.0,0.4487729882718576,0.8500000015198723,1.4292116726599962,1.034082306498739,0.3962765957446808,2.3405004651266026,5.349437263540099,0.001690282802977426,5.3511275463430765,1.4054001982452873,0.9987987390819969,0.001690282802977426,0.0,0.1595744680851064,15.0,True,110,circle,hold_window_satisfied,57,30,not_timeout,True,0.3962765957446808
10.0,53.65629701537286,True,square_circle.yaml,0.9944444444444445,False,2.940760445338236,22.846044324693707,square,97.0,0.0013467771967773732,CONVERGED,0.0,none,0.0035174505657395477,0.0007996128745002794,True,7.138002498850703,5.365629701537285,5.546374883138447,0.17253407169493676,0.0,0.095,0.0,0.4608960557270432,0.8500103790898778,0.6184216582035251,0.9490084131153012,0.40807560137457044,2.284604432469372,5.54502810594167,0.0013467771967773732,5.546374883138447,1.3057855222986288,0.998969670325416,0.0013467771967773732,0.0,0.0,0.0,True,112,circle,hold_window_satisfied,59,30,not_timeout,True,0.40807560137457044
10.0,55.04138375575444,True,square_circle.yaml,0.9986111111111111,False,3.0605678486023833,23.4090007642756,square,105.0,0.0011294767942948564,CONVERGED,0.0,none,0.003529879037392359,0.0004786704168548388,True,7.94025680088613,5.504138375575444,5.739265475224838,0.10833175170656531,0.0,0.045,0.0,0.4367983892983002,0.850092641244713,0.7681876851053531,0.38706066586741983,0.3888888888888889,2.3409000764275625,5.738135998430543,0.0011294767942948564,5.739265475224838,0.9484054540919943,0.9988104947405773,0.0011294767942948564,0.0,0.0,0.0,True,111,circle,hold_window_satisfied,63,31,not_timeout,True,0.3888888888888889
10.0,35.857559116251,True,square_circle.yaml,1.0,True,3.0479162713830155,23.31972449233958,square,82.0,0.002938104345486242,CONVERGED,0.0,none,0.006883726862642545,0.0017553183253781232,True,5.694534701663651,3.5857559116250997,3.94378075538683,0.1560809925505664,0.98,0.09,0.0,0.3642561240598432,0.8500000010000239,1.50140679220154,0.25880497726980267,0.3018292682926829,2.331972449233959,3.9408426510413435,0.002938104345486242,3.94378075538683,1.3157828286668065,0.9977720044689252,0.002938104345486242,0.0,0.5975609756097561,49.0,True,113,circle,hold_window_satisfied,49,24,not_timeout,True,0.3018292682926829
0.0,,False,square_circle.yaml,0.02638888888888889,,2.99329754329177,,square,0.0,,BOUNDARY_INVALID,,BOUNDARY_INVALID,,,False,,,,,,,,,,,,,,,,,,,,0.0,,0.0,False,116,circle,episode_precondition_unavailable,,,not_timeout,False,
10.0,35.63718817570661,True,square_circle.yaml,1.0,True,3.0178224090559844,23.232280852628783,square,93.0,0.003765127437083799,CONVERGED,0.0,none,0.010263733355161616,0.0021568913148437975,True,6.750591880743005,3.563718817570661,3.9115806590112663,0.08024458298483074,1.0,0.04666666666666667,0.0,0.31973416033121405,0.8500000010000269,1.2090663070522207,0.8647865623307602,0.2670250896057348,2.3232280852628797,3.9078155315741823,0.003765127437083799,3.9115806590112663,0.9165871540833057,0.9959090366670641,0.003765127437083799,0.0,0.8387096774193549,78.0,True,117,circle,hold_window_satisfied,56,25,not_timeout,True,0.25985663082437277
0.0,,False,square_ellipse.yaml,0.11527777777777778,,3.9776840811019207,,square,0.0,,BOUNDARY_INVALID,,BOUNDARY_INVALID,,,False,,,,,,,,,,,,,,,,,,,,0.0,,0.0,False,105,ellipse,episode_precondition_unavailable,,,not_timeout,False,
10.0,51.90213391311484,True,square_circle.yaml,0.9083333333333333,True,3.002885060049094,23.212853905446114,square,400.0,1.9875848937661962,TIMEOUT,inf,TIMEOUT,6.285294277779216,0.6288891636763407,True,7.845502310169469,5.190213391311484,5.333259719675261,7.658702398243413e-15,1.0,0.0,0.0,0.09553880027853168,0.850000000999999,0.8331220421568001,0.5318264932835923,0.16645833333333335,2.321285390544613,3.3456748259090645,1.9875848937661962,5.333259719675261,0.0,0.0,1.9875848937661962,0.0,0.995,398.0,False,114,circle,maximum_steps_reached,,36,structural_safety_pin,True,0.081875
0.0,,False,square_ellipse.yaml,0.18611111111111112,,4.1819962848367505,,square,0.0,,BOUNDARY_INVALID,,BOUNDARY_INVALID,,,False,,,,,,,,,,,,,,,,,,,,0.0,,0.0,False,104,ellipse,episode_precondition_unavailable,,,not_timeout,False,
10.0,39.274337391280646,True,square_circle.yaml,0.9944444444444445,True,2.9646978729302043,23.245523688490948,square,99.0,0.007458847074273709,CONVERGED,0.0,none,0.02325088085062239,0.0028949418498305604,True,7.32444836388394,3.9274337391280647,4.3464146012734854,0.05848085845591394,1.0,0.03,0.0,0.3312861680066098,0.8500000009999995,1.4376557985532121,0.5011694025817128,0.28535353535353536,2.3245523688490977,4.338955754199212,0.007458847074273709,4.3464146012734854,0.7806428799099682,0.9905356798254766,0.007458847074273709,0.0,0.9595959595959596,95.0,True,118,circle,hold_window_satisfied,60,26,not_timeout,True,0.27441077441077444
10.0,53.66915700176637,True,square_circle.yaml,1.0,True,3.129731050071891,23.34224378693323,square,105.0,0.0032612426478425154,CONVERGED,0.0,none,0.005463720813658418,0.0024609747147866816,True,7.868697655716734,5.366915700176637,5.634728288154106,0.11392938557112278,1.0,0.056666666666666664,0.0,0.4260691862597344,0.850000000999999,0.6360380550098343,0.36449298894956583,0.37777777777777777,2.3342243786933246,5.631467045506263,0.0032612426478425154,5.634728288154106,1.0926465941126355,0.9970241634027522,0.0032612426478425154,0.0,0.6095238095238096,64.0,True,115,circle,hold_window_satisfied,66,31,not_timeout,True,0.373015873015873
11.0,65.93774992380017,True,square_ellipse.yaml,1.0,True,4.242882864119439,25.147497367174708,square,103.0,0.006762318118261236,CONVERGED,0.0,none,0.016461011293225657,0.004776764713198898,True,7.731400787635936,5.994340902163652,6.164475158749168,0.19703904793234772,1.0,0.11,0.0,0.536095923439667,0.8500000010000066,1.5040217379515757,0.5752280356138808,0.4854368932038835,2.2861361242886105,6.157712840630906,0.006762318118261236,6.164475158749168,1.3184665139498546,0.9948972449477211,0.006762318118261236,0.0,0.8932038834951457,92.0,True,102,ellipse,hold_window_satisfied,63,33,not_timeout,True,0.46359223300970875
